id,content
16,COL title VAL logitech wireless mechanical keyboard - ergonomic - bluetooth - 104 keys - black access-control keypads 89.99 COL category VAL  COL brand VAL logitech COL modelno VAL mk-1450 COL price VAL
17,COL title VAL garmin etrex 32x handheld gps device COL category VAL  COL brand VAL  COL modelno VAL 010-02227-00 COL price VAL 249.99
18,COL title VAL canon imageFORMULA r40 document scanner for windows scanners canon 123456789 COL category VAL document scanners COL brand VAL canon COL modelno VAL 1234ABCD COL price VAL 299.99
19,COL title VAL heavy-duty adjustable laptop stand for macbook dell surface pro lenovo yoga and various other laptops includes usb-c charging cable 49.99 COL category VAL laptop accessories COL brand VAL tech titan COL modelno VAL  COL price VAL
20,COL title VAL duracell procell alkaline batteries d 19.99 COL category VAL batteries COL brand VAL duracell COL modelno VAL pc1500-8 COL price VAL
21,COL title VAL advanced tech wireless charging pad for smartphone black device accessories advanced tech wcpad 29.99 COL category VAL  COL brand VAL  COL modelno VAL  COL price VAL
22,COL title VAL ultimate 15 in 1 deluxe accessory set for iphone 14 latest model mp3 player accessories premium tech 29.99 COL category VAL  COL brand VAL  COL modelno VAL  COL price VAL
23,COL title VAL premium sd gaming cards - high-speed memory card - 512 gb - 300x - sd sd gaming cards COL category VAL electronics COL brand VAL superdrive COL modelno VAL SD512PRO COL price VAL 45.0
24,COL title VAL edge - storage - 1 tb - 2.5 inch - sata iii - 5400 rpm - internal hard drive - non-ecc edge 89.99 COL category VAL computer components COL brand VAL Seagate COL modelno VAL ST1000LM048 COL price VAL
25,COL title VAL hyperx - memory - 16 gb - dimm 288-pin - ddr4 - 3200 mhz pc4-25600 - unbuffered - non-ecc memory 219.99 COL category VAL  COL brand VAL hyperx COL modelno VAL hxd416g3200c16/16g COL price VAL
26,COL title VAL magnetic whiteboard cleaner spray 8 x 10 100 office supplies COL category VAL  COL brand VAL 3M COL modelno VAL  COL price VAL
27,COL title VAL belkin f1dn106l 10 ft kvm cable male to female connectors belkin 29.99 COL category VAL computer accessories COL brand VAL belkin COL modelno VAL f1dn106l COL price VAL
28,COL title VAL promaster battery power grip for nikon d750 camera promaster bg-d750 COL category VAL photography equipment COL brand VAL ProMaster COL modelno VAL PG-D750 COL price VAL 89.99
29,COL title VAL wintv-hvr-1950 usb for linux retail usb atsc hd devices accessories hauppauge 129.99 COL category VAL  COL brand VAL  COL modelno VAL 1130 COL price VAL
30,COL title VAL seagate expansion desktop 8 tb usb 3.0 external hard drive steb8000100 139.99 COL category VAL portable hard drives COL brand VAL seagate COL modelno VAL  COL price VAL
31,COL title VAL maxell 50pk dvd-r 120min 4.7gb 16x 12345 12345 29.99 COL category VAL  COL brand VAL maxell COL modelno VAL  COL price VAL
32,COL title VAL verbatim 12345 2.0 tb up to8x glossy thermal printable recordable disc dvd r 50 disc cake box 12345 COL category VAL storage media COL brand VAL sony COL modelno VAL  COL price VAL 59.99
33,COL title VAL netgear gigabit ethernet adapter a7000 29.99 COL category VAL networking devices COL brand VAL netgear COL modelno VAL a7000 COL price VAL
34,COL title VAL netgear ac1900 dual band wifi router COL category VAL networking COL brand VAL netgear COL modelno VAL r7000 COL price VAL 149.99
35,COL title VAL teknmotion tm-rcd72vs2 72-disc wallet square red blue lightning plug play portable speakers COL category VAL electronics COL brand VAL soundwave COL modelno VAL SW-72X COL price VAL 25.0
36,COL title VAL logitech g502 hero gaming mouse 49.99 COL category VAL gaming peripherals COL brand VAL logitech COL modelno VAL g502hero COL price VAL
37,COL title VAL premium outdoor headset microphones for motorola COL category VAL audio accessories COL brand VAL Sennheiser COL modelno VAL HME 25 COL price VAL 79.99
38,COL title VAL syba sd-u2xw6bz-oj wifi high-speed network extender wireless adapters sd-u2xw6bz-oj COL category VAL networking COL brand VAL netgear COL modelno VAL EX7500 COL price VAL 54.99
39,COL title VAL manfrotto befree advanced tripod black manfrotto MKBFRA4-BH COL category VAL travel tripod units COL brand VAL manfrotto COL modelno VAL MKBFRA4-BH COL price VAL 179.99
40,COL title VAL technova.net slim white usb 3.1 to fast ethernet adapter tna1001 network cards technova COL category VAL  COL brand VAL  COL modelno VAL tna1001 COL price VAL 49.99
41,COL title VAL solo sterling collection laptop or tablet backpack fits device up to 15.6 inch laptop gray cla220-5 COL category VAL backpacks COL brand VAL solo COL modelno VAL cla220-5 COL price VAL 39.99
42,COL title VAL celestial sync sch2 living room receiver celestial streaming audio COL category VAL  COL brand VAL  COL modelno VAL sch2 COL price VAL 89.99
43,COL title VAL premium hdmi adapter pro-200 hdmi cables COL category VAL electronics COL brand VAL premium COL modelno VAL pro-200 COL price VAL 49.99
44,COL title VAL USB-C to HDMI adapter 29.99 COL category VAL electronics COL brand VAL belkin COL modelno VAL f2cu038bt04-bk COL price VAL
45,COL title VAL siig ic-520222-s2 dp thunderbolt 7.1 channels sound ambiance - quake 20xx series audio engine - usb type-c - 24 bit - external external sound devices siig 79.99 COL category VAL  COL brand VAL  COL modelno VAL ic-520222-s2 COL price VAL
46,COL title VAL parker 12345 - luxury fountain pen and rollerball set chrome finish COL category VAL writing instruments COL brand VAL parker COL modelno VAL  COL price VAL
47,COL title VAL rockford fosgate 4-channel lineout converter universal mounting kits rockford fosgate COL category VAL  COL brand VAL  COL modelno VAL 4ch LOC COL price VAL 49.99
48,COL title VAL sony nw-a45 32gb digital audio player COL category VAL portable media players COL brand VAL sony COL modelno VAL nw-a45 COL price VAL
49,COL title VAL premium office supplies cd dvd envelopes manila pack of 250 75319 media organization solutions 75319 19.99 COL category VAL  COL brand VAL premium office supplies COL modelno VAL  COL price VAL
50,COL title VAL asus rog strix geforce rtx 3080 10gb video card gaming accessories asus COL category VAL  COL brand VAL  COL modelno VAL rog-strix-rtx3080-10g COL price VAL 799.99
51,COL title VAL advanced jvc-kd-r980bts cd receiver with bluetooth and usb control accessories supplies jvc-kd-r980bts COL category VAL  COL brand VAL jvc COL modelno VAL  COL price VAL 249.99
52,COL title VAL samsung qn90a 55 4k qled smart tv COL category VAL electronics COL brand VAL samsung COL modelno VAL QN90A COL price VAL 1099.0
53,COL title VAL versatile st745 full motion universal bracket for 32 to 55 displays silver 49.99 COL category VAL television mounts COL brand VAL omni COL modelno VAL st745 COL price VAL
54,COL title VAL sleek xz75 dvd mount silver sleek xz75 25.99 COL category VAL electronics COL brand VAL TechVision COL modelno VAL TVM-2021 COL price VAL 49.99
55,COL title VAL pacon 12345 - heavy-duty cardstock 36 x 24 black 50 sheets pacon COL category VAL  COL brand VAL  COL modelno VAL  COL price VAL
56,COL title VAL epson v13h010l99 - projector lamp v13h010l99 COL category VAL bulbs COL brand VAL epson COL modelno VAL  COL price VAL 
57,COL title VAL adobe acrobat reader dc pdf editor v8 software tools adobe COL category VAL  COL brand VAL  COL modelno VAL  COL price VAL 89.99
58,COL title VAL canon power shot g7 x mark ii 20.1 mp compact camera with 4.2x optical zoom and 3-inch touchscreen lcd black point shoot digital cameras g7 x mark ii black COL category VAL  COL brand VAL canon COL modelno VAL  COL price VAL
59,COL title VAL canon ef 50mm f 1.2 l usm lens for canon digital slr cameras camera lenses canon ef 50mm COL category VAL  COL brand VAL  COL modelno VAL  COL price VAL
60,COL title VAL nextware candycorn case for ipod touch 6g red cases nextware jellybee-rd 22.99 COL category VAL  COL brand VAL  COL modelno VAL  COL price VAL
61,COL title VAL lg 65um7300 65-inch 4K UHD LED smart tv COL category VAL COL brand VAL COL modelno VAL 65um7300 COL price VAL
62,COL title VAL tablet stand 98234 cool sleeve 23 cords connectors tablet stand COL category VAL electronics COL brand VAL TechGiant COL modelno VAL TG-2023-XYZ COL price VAL 49.99
63,COL title VAL sony compact digital camera with flash green sony COL category VAL digital cameras COL brand VAL Sony COL modelno VAL 1234567 COL price VAL 149.99
64,COL title VAL coastal proht eva 10-inch laptop sleeve 03315 cases bags coastal COL category VAL  COL brand VAL  COL modelno VAL 03315 COL price VAL 15.99
65,COL title VAL belkin 65 watt usb-c laptop charger COL category VAL power supplies COL brand VAL belkin COL modelno VAL F2CU040bt04-BLK COL price VAL 39.99
66,COL title VAL tomtom go supreme 6-inch touchscreen wifi enabled car navigation system with real-time traffic updates and voice control portable automotive gps tomtom 520.0 COL category VAL  COL brand VAL  COL modelno VAL 1RBD.003.01 COL price VAL 
67,COL title VAL tomtom go 620 6-inch touchscreen portable gps device portable vehicle gps COL category VAL  COL brand VAL tomtom COL modelno VAL 1R8F.002.00 COL price VAL 199.99
68,COL title VAL dymo d1 tape cartridge for home office organization 1 2w green on white labeling tapes 25.75 COL category VAL office supplies COL brand VAL brother COL modelno VAL PTouch-123 COL price VAL
69,COL title VAL high-performance DSLR camera kit COL category VAL photography COL brand VAL Canon COL modelno VAL 90D COL price VAL 1299.99
70,COL title VAL rugged armor - otterbox defender series for galaxy s21 ultra protection cases COL category VAL  COL brand VAL  COL modelno VAL  COL price VAL
71,COL title VAL epson premium glossy photo paper 11 x 14 inches 50 sheets c13s041331 COL category VAL premium photo paper COL brand VAL epson COL modelno VAL c13s041331 COL price VAL 45.99
72,COL title VAL sister lc02m - toner cartridge - 2 x magenta - 500 pages laser printer ink COL category VAL  COL brand VAL samsung COL modelno VAL 02m COL price VAL 19.99
73,COL title VAL jbl soundwave wireless earbuds VAL COL category VAL  COL brand VAL jbl COL modelno VAL soundwave COL price VAL 150.0
74,COL title VAL avery premium gloss photo paper 8.5 x 11 inches pack of 100 12345 printing supplies avery 20.5 COL category VAL  COL brand VAL  COL modelno VAL 12345 COL price VAL
75,COL title VAL dell xps 13 13.3-inch ultrabook silver laptops dell xps 13 COL category VAL  COL brand VAL  COL modelno VAL  COL price VAL 1299.0
76,COL title VAL transcend jetflash 8gb capless usb 3.0 flash drive storage devices transcend 14.99 COL category VAL electronics COL brand VAL  COL modelno VAL  COL price VAL
77,COL title VAL advanced printer pro7000 COL category VAL printers COL brand VAL techmaster COL modelno VAL pro7000 printer COL price VAL 89.99
78,COL title VAL financial planner blue leather bound 200 pages writing supplies COL category VAL  COL brand VAL quill & ink COL modelno VAL  COL price VAL 29.99
79,COL title VAL rugged case and belt clip for samsung galaxy s21 ultra 128gb 256gb 5g phone model sm-g998u COL category VAL phone cases COL brand VAL otterbox COL modelno VAL defender series COL price VAL 29.99
80,COL title VAL kodak instant film 50 pack photo paper for kodak mini photographers photo paper kf-05021c 29.9 COL category VAL  COL brand VAL kodak COL modelno VAL  COL price VAL
81,COL title VAL jbl gt7-6c 6.5-inch 300 watt three-way black marine speakers coaxial speakers jbl 129.99 COL category VAL  COL brand VAL  COL modelno VAL gt7-6c COL price VAL
82,COL title VAL apex ts-g5642r 6-inch x 8-inch 3-way speakers coaxial speakers ts-g5642r 49.99 COL category VAL  COL brand VAL apex COL modelno VAL  COL price VAL
83,COL title VAL sony 55x900h 55-inch 4k 120hz oled tv black tvs 55x900h 1499.99 COL category VAL  COL brand VAL sony COL modelno VAL  COL price VAL
84,COL title VAL premium xl1500s adjustable tilt wall mount for 45 to 90 displays black home theater equipment COL category VAL  COL brand VAL premier COL modelno VAL xl1500-t COL price VAL
85,COL title VAL s j paper 9in expansion file pockets pleated cut apa bluepaper legal blue 30 box 49.99 COL category VAL  COL brand VAL a b papers COL modelno VAL  COL price VAL
86,COL title VAL new-ampad 76234e - vibrant sketchbook with dotted grid 7 x 10 royal blue 100 sheets 6 pack - amp76234e ampad 30.0 COL category VAL office supplies COL brand VAL  COL modelno VAL  COL price VAL
87,COL title VAL nvidia geforce gtx 1660 super 6gb gddr6 pci-express 3.0 graphics card gtx1660s 239.99 COL category VAL gaming hardware COL brand VAL nvidia COL modelno VAL  COL price VAL
88,COL title VAL high-speed network printer with 3 USB 3.0 ports dual technology 45.99 COL category VAL wireless printers COL brand VAL TechPrint COL modelno VAL TP-WF2038 COL price VAL
89,COL title VAL sony dvd-r 120 min 16x 50-pack sony 123456 COL category VAL COL brand VAL COL modelno VAL COL price VAL 24.99
90,COL title VAL duracell watch battery button cell sr41 192 pack of 12 batteries 3.50 COL category VAL rechargeable cell COL brand VAL duracell COL modelno VAL sr41 COL price VAL
91,COL title VAL hikvision ds-7208hqhi-k1 8-channel turbo hd dvr with 1080p resolution and 8 security cameras white hikvision ds-7208hqhi-k1 699.99 COL category VAL surveillance systems COL brand VAL hikvision COL modelno VAL  COL price VAL
92,COL title VAL elite screen mount pro-72x60 - stand for projector - silver finish - screen size up to 72 elite screen mount COL category VAL mounting equipment COL brand VAL  COL modelno VAL  COL price VAL
93,COL title VAL canon pg-245 black ink cartridge compatible with canon pixma series COL category VAL inkjet printer cartridge COL brand VAL canon COL modelno VAL pg-245 COL price VAL 49.99
94,COL title VAL brother dk-4500 paper address label pack address labels brother dk-4500 COL category VAL  COL brand VAL  COL modelno VAL  COL price VAL 25.99
95,COL title VAL the creative minds 18035bb2 - magnetic whiteboard with cork border 48 x 36 blue home decor COL category VAL  COL brand VAL  COL modelno VAL  COL price VAL
96,COL title VAL logitech bluetooth ergonomic mouse midnight black logitech mx-master-3 COL category VAL mice COL brand VAL logitech COL modelno VAL mx-master-3 COL price VAL 49.99
97,COL title VAL netgear 15ft rj45m rj45m 1gbps shielded high-speed ethernet cable black COL category VAL  COL brand VAL netgear COL modelno VAL ng-15ft-rj45b COL price VAL 12.49
98,COL title VAL a450-x lunar explorer pro uc v3 moc bt 45678-02 a450-x COL category VAL gaming accessories COL brand VAL logitech COL modelno VAL G502 COL price VAL 89.99
99,COL title VAL avery cd labels - 50 disc labels 100 spine labels 1234 printer labels thermal avery 1234 15.99 COL category VAL  COL brand VAL  COL modelno VAL  COL price VAL
100,COL title VAL pacific corp 58219473 48 vinyl collection maintenance boxes pacific COL category VAL  COL brand VAL  COL modelno VAL  COL price VAL 35.00
101,COL title VAL xyz ha0520-s010 case for samsung galaxy s21 ultra - heavy duty - 2 pack - retail packaging - blue 45.99 COL category VAL accessories COL brand VAL xyz COL modelno VAL ha0520-s010 COL price VAL
102,COL title VAL 1tb encrypted portable SSD 3.1 7200 rpm 16mb 512bit aes 삼성 ssd-t5-1t 239.99 COL category VAL internal storage devices COL brand VAL  COL modelno VAL  COL price VAL
103,COL title VAL ergonomic height-adjustable desk COL category VAL home furniture COL brand VAL standing desk co COL modelno VAL EHD-2021 COL price VAL 499.99
104,COL title VAL casio fx-9750gii color graphing calculator blue green casio fx-9750gii 50.00 COL category VAL electronics COL brand VAL casio COL modelno VAL fx-9750gii COL price VAL 45.99
105,COL title VAL professional lens protector and cleaning kit for DSLR and mirrorless cameras COL category VAL photography accessories COL brand VAL lenscare COL modelno VAL lc-3201-xyz COL price VAL 49.99
106,COL title VAL bose quietcomfort wireless noise-cancelling headphones COL category VAL audio COL brand VAL bose COL modelno VAL qc35ii COL price VAL 299.99
107,COL title VAL high-speed hdmi cable 4k ultra hd with ethernet 150 feet ultra-connect COL category VAL hdmi cables COL brand VAL connect tech COL modelno VAL  COL price VAL 49.99
108,COL title VAL premium quality - 76543 - 50ft hdmi video extension cable hdmi cables premium quality COL category VAL  COL brand VAL  COL modelno VAL 76543 COL price VAL 34.8
109,COL title VAL c54y x762 x855 return prog red ink cartridge hp 902xl 35.0 COL category VAL inkjet printer ink COL brand VAL  COL modelno VAL  COL price VAL
110,COL title VAL premium brand 65432 - 5-subject notepad wide rule 8-1 2 x 11 we 200 sheets COL category VAL electronics COL brand VAL international COL modelno VAL XZ-789 COL price VAL 29.99
111,COL title VAL sustainable solutions 202400012 - modular shelving system eco-friendly wood 3 x 2 brown 10 pack COL category VAL  COL brand VAL  COL modelno VAL  COL price VAL
112,COL title VAL zynxot npxj8qrxgmbc99 radiant red indulge galaxy s10 covers 12.3 COL category VAL  COL brand VAL brixel COL modelno VAL  COL price VAL
113,COL title VAL logitech bluetooth optical mouse mx 3 mac windows wireless mice 45.99 COL category VAL  COL brand VAL logitech COL modelno VAL mx-12345 COL price VAL
114,COL title VAL logitech c920 pro hd 1080p COL category VAL cameras COL brand VAL logitech COL modelno VAL C920 COL price VAL 85.99
115,COL title VAL logitech brio ultra hd 960-001106 199.99 COL category VAL cameras COL brand VAL logitech COL modelno VAL  COL price VAL
116,COL title VAL hypergear galaxy tab s4 rugged case blue cases sleeves 45.0 COL category VAL  COL brand VAL hypergear COL modelno VAL  COL price VAL
117,COL title VAL tamrac 5785 adventure 9 backpack green cases bags tamrac 5785 89.99 COL category VAL  COL brand VAL  COL modelno VAL  COL price VAL
118,COL title VAL razer gaming keyboard blackwidow v3 920-007941 mice 89.99 COL category VAL computer peripherals COL brand VAL razer COL modelno VAL 920-007941 COL price VAL
119,COL title VAL da-lite perm-wall - projection screen - 120 in 305 cm - 4 3 - ultra high contrast da-mat projection screens 645.0 COL category VAL  COL brand VAL da-lite COL modelno VAL  COL price VAL
120,COL title VAL ultra-sleek-laptop pro-ultimate black - abc123xy computers peripherals COL category VAL  COL brand VAL techvision COL modelno VAL  COL price VAL
121,COL title VAL brother tn450 - tn450 standard-yield toner 2600 page-yield black 89.99 COL category VAL printers COL brand VAL brother COL modelno VAL  COL price VAL
122,COL title VAL hp 48a black toner cartridge COL category VAL printer supplies COL brand VAL hp COL modelno VAL 48a COL price VAL 85.99
123,COL title VAL levelone wbx-5000 omni antenna - omnidirectional - 20 dbi - sma connector handheld devices accessories xyz technologies COL category VAL  COL brand VAL  COL modelno VAL wbx-5000 COL price VAL 99.99
124,COL title VAL samsung t7 portable ssd 2 tb usb 3.2 external storage 500123a samsung 159.99 COL category VAL portable SSDs COL brand VAL samsung COL modelno VAL 500123a COL price VAL
125,COL title VAL canon joy g300 blue digital photo frame 25600blue COL category VAL electronics display devices COL brand VAL canon COL modelno VAL  COL price VAL 29.99
126,COL title VAL sony np-fz100 rechargeable battery for cameras 1234567 29.99 COL category VAL  COL brand VAL sony COL modelno VAL  COL price VAL
127,COL title VAL canon 15 color cartridge photo inkjet printer ink 12 COL category VAL  COL brand VAL canon COL modelno VAL 1234567 COL price VAL
128,COL title VAL corsair vengeance 16gb kit 2x8gb modules 3200mhz ddr4 sodimm gaming laptop memory cml16gx4m2b3200c16 COL category VAL gaming accessories COL brand VAL corsair COL modelno VAL cml16gx4m2b3200c16 COL price VAL 89.99
129,COL title VAL hyperx high performance kit - memory - 16 gb 2 x 8 gb - ddr4 - 3200 mhz - unbuffered - non-ecc COL category VAL gaming accessories COL brand VAL hyperx COL modelno VAL hx416c16fb3k2/16 COL price VAL 249.99
130,COL title VAL belkin f8j222tt03-wht boost-up wireless charging pad -- compatible with iphone 14 white f8j222tt03-wht COL category VAL chargers COL brand VAL belkin COL modelno VAL  COL price VAL 49.99
131,COL title VAL sony xda-q3 digital media receiver with bluetooth and usb inputs sony xda-q3 199.99 COL category VAL car audio systems COL brand VAL sony COL modelno VAL xda-q3 COL price VAL 199.99
132,COL title VAL sony hdr-cx405 full hd camcorder camcorders 199.99 COL category VAL  COL brand VAL sony COL modelno VAL hdr-cx405 COL price VAL
133,COL title VAL itec t5100 samsung s car charger i-tec t5100 COL category VAL electronics gadgets COL brand VAL Samsung COL modelno VAL SGC-200 COL price VAL 22.49
134,COL title VAL intuos4 pro pen zp400e blue touch pads wacom COL category VAL graphic tablets COL brand VAL Wacom COL modelno VAL zp-400e COL price VAL 89.99
135,COL title VAL glam techs vzw2045-ble 3-layer rugged case with shock absorption for samsung galaxy s21 blue COL category VAL phone accessories COL brand VAL glam techs COL modelno VAL vzw2045-ble COL price VAL 25.99
136,COL title VAL garmin striker 4 fishfinder with GPS and CHIRP sonar COL category VAL  COL brand VAL garmin COL modelno VAL 010-01879-00 COL price VAL 199.99
137,COL title VAL garmin striker 4cv 7-inch sonar fishfinder with transducer COL category VAL fish finders marine electronics COL brand VAL garmin COL modelno VAL 010-01814-01 COL price VAL 299.99
138,COL title VAL hp rdx - rdx - 2 tb 4 tb - storage media premium media 299.99 COL category VAL  COL brand VAL dell COL modelno VAL x2045b COL price VAL
139,COL title VAL budget-friendly multimedia projector  COL category VAL electronics COL brand VAL epson COL modelno VAL EH-TW5600 COL price VAL 499.99
140,COL title VAL ultra-lightweight hp z7400 alternate power pack battery-biz 29.99 COL category VAL power supplies COL brand VAL HP COL modelno VAL z-7400-xy987654 COL price VAL
141,COL title VAL sony sdxc 128gb high-speed memory card COL category VAL memory cards COL brand VAL sony COL modelno VAL sf-128ux2 COL price VAL 29.99
142,COL title VAL essential tech sd ms multi-format card reader cr8500 COL category VAL external storage COL brand VAL TechSavvy COL modelno VAL cr8500 COL price VAL 29.99
143,COL title VAL ge 98765 1000ma universal dc converter samsung 98765 COL category VAL power supplies COL brand VAL samsung COL modelno VAL 98765 COL price VAL 49.99
144,COL title VAL flip ultra video camera - blue 64 gb 10 hours 5th generation latest model flip video u2020p COL category VAL digital cameras COL brand VAL Canon COL modelno VAL EOS R6 COL price VAL 1499.99
145,COL title VAL advanced performance upgrade pack for phaser 8870 8870mfp tektronix 113r00737 COL category VAL  COL brand VAL  COL modelno VAL  COL price VAL 199.99
146,COL title VAL pro gaming laptop batt asus latx580 batteries energizer e-3000 249.99 COL category VAL electronics COL brand VAL ASUS COL modelno VAL ROG Zephyrus COL price VAL 1499.99
147,COL title VAL hp 564xl ink cartridge black cyan magenta yellow hp 564xl COL category VAL laser printer toner COL brand VAL hp COL modelno VAL 564xl COL price VAL 29.99
148,COL title VAL duracell rechargeable battery pack for polaroid instant cameras - 6v - high capacity COL category VAL electronics COL brand VAL duracell COL modelno VAL dp-4c  COL price VAL 25.99
149,COL title VAL professional motorized srm m150xwv3-srm - projection screen - 150 in 381 cm - 16 9 - matt grey - black professional COL category VAL  COL brand VAL  COL modelno VAL m150xwv3-srm COL price VAL
150,COL title VAL hyperx - memory - 32 gb 2 x 16 gb - dimm 288-pin - ddr4 - 2400 mhz pc4-19200 - 1.2 v - unbuffered - non-ecc 199.99 COL category VAL memory COL brand VAL hyperx COL modelno VAL HX432C16FB3K2/32 COL price VAL
151,COL title VAL dymo co star blue file folder 2-up labels 40589 8.49 COL category VAL  COL brand VAL dymo COL modelno VAL 40589 COL price VAL
152,COL title VAL energizer alternative for canon powershot sx420 IS battery energizer 29.99 COL category VAL digital camera batteries COL brand VAL energizer COL modelno VAL EN-14 COL price VAL 
153,COL title VAL hama pro 67mm high-performance 3 piece filter set nd-pl-cpl filters hama pro 67mm 34.99 COL category VAL  COL brand VAL  COL modelno VAL  COL price VAL
154,COL title VAL canon ink cartridges for maxify mb2020 295 r12345 canon 123r12345 COL category VAL printer supplies COL brand VAL Canon COL modelno VAL  COL price VAL 75.99
155,COL title VAL hp 652a toner cartridge for hp laserjet pro 400 m401 COL category VAL printing supplies COL brand VAL hp COL modelno VAL  COL price VAL
156,COL title VAL transcend 16 gb high-speed sdxc card 19.99 COL category VAL storage devices COL brand VAL transcend COL modelno VAL ts16gbsd300s COL price VAL
157,COL title VAL t-mobile samsung galaxy s21 5g smartphone 999.99 COL category VAL premium smartphones COL brand VAL samsung COL modelno VAL samsung galaxy s21 COL price VAL
158,COL title VAL samsung 2 tb usb 3.2 type c portable ssd 12345 COL category VAL portable drives COL brand VAL samsung COL modelno VAL 12345 COL price VAL
159,COL title VAL high-capacity blu-ray disk 25 gb 6x sony 18.99 COL category VAL blu-ray discs COL brand VAL sony COL modelno VAL BDR-S05 COL price VAL 29.99
160,COL title VAL v8 dvi hd-24 male to hd-24 male cable blue 25 feet v8 v8-dvi028-25 COL category VAL  COL brand VAL  COL modelno VAL  COL price VAL 35.49
161,COL title VAL v7 hdmi extension cable hdmi male to hdmi female white 10 feet video cables v7-hdmi2aa-10 COL category VAL  COL brand VAL startech COL modelno VAL  COL price VAL 12.99
162,COL title VAL new type 9 color ink cartridge 12345678 - compatible with okipage 10w 12w 12z okioffice 90 92 inkjet printer cartridge 12345678 45.99 COL category VAL  COL brand VAL epson COL modelno VAL  COL price VAL
163,COL title VAL amazon basics displayport to hdmi adapter male to female - 6 feet COL category VAL  COL brand VAL  COL modelno VAL dp-hdmi-6f COL price VAL 9.99
164,COL title VAL belkin f2cd042 dvi dual link extender dvi m f belkin f2cd042 89.99 COL category VAL electronics COL brand VAL belkin COL modelno VAL f2cd042 COL price VAL 89.99
165,COL title VAL tp-link ac750 wireless dual band usb adapter archer t2u plus white tp-link archer t2u plus 39.99 COL category VAL wireless network adapters COL brand VAL tp-link COL modelno VAL ARCHER T2U PLUS COL price VAL 39.99
166,COL title VAL logitech usb to ps 2 adapter adapter-ps2 black peripherals adapter-ps2 14.99 COL category VAL  COL brand VAL logitech COL modelno VAL  COL price VAL
167,COL title VAL asus usb-ac56 dual-band wireless-ac1300 usb adapter COL category VAL network adapters COL brand VAL asus COL modelno VAL usb-ac56 COL price VAL 29.99
168,COL title VAL netgear nighthawk rax50 wi-fi 6 100.00 COL category VAL routers COL brand VAL netgear COL modelno VAL rax50 COL price VAL
169,COL title VAL tenba 123-456 trail medium side pack blue green cases bags 49.99 COL category VAL outdoor COL brand VAL nomad COL modelno VAL 123-456 COL price VAL
170,COL title VAL logitech multi-device bluetooth keyboard mx k580 black COL category VAL electronics peripherals COL brand VAL logitech COL modelno VAL k580 COL price VAL 79.99
171,COL title VAL techworld.com usb3typec to hdmi video output adapter techworld usb3typec COL category VAL  COL brand VAL  COL modelno VAL  COL price VAL 45.99
